Data_Venda;Nome_Cliente;Cidade;Produto;Quantidade;Valor_Unitario;Valor_Total
2024-10-07;Mathias Campos;Carvalho de Sales;Monitor;7;707.05;4949.35
2023-11-20;Dom Azevedo;da Costa de Guerra;Notebook;10;779.25;7792.5
2024-05-16;Leonardo Lopes;Correia dos Dourados;Mouse;1;320.41;320.41
2024-12-19;Dr. Marcelo Campos;Sampaio da Mata;Teclado;10;699.72;6997.2
2025-08-11;Josué Pimenta;Viana;Mouse;7;1921.7;13451.9
2024-06-23;Camila Alves;da Mota;Teclado;9;519.39;4674.51
2025-06-10;Dr. Henry Sales;Correia;Mouse;5;248.82;1244.1
2024-08-19;Léo Câmara;Guerra da Prata;Smartphone;6;2434.88;14609.28
2025-05-11;Davi Luiz Macedo;Mendes;Notebook;6;1645.12;9870.72
2024-08-19;Daniela da Conceição;Guerra;Monitor;2;1797.69;3595.38
2025-02-16;Maria Liz Cavalcanti;Cavalcante Alegre;Teclado;5;344.8;1724.0
2025-01-11;Ana Cecília Barros;Gonçalves das Pedras;Teclado;9;783.1;7047.9
2025-06-03;Luan Montenegro;Costa;Smartphone;3;1568.57;4705.71
2024-03-30;Levi Câmara;Camargo de Machado;Smartphone;1;1976.57;1976.57
2024-08-16;Helena Aparecida;Borges;Monitor;6;2077.61;12465.66
2024-05-28;Elisa Garcia;Leão do Oeste;Notebook;8;2737.7;21901.6
2024-03-24;Benicio Abreu;Ribeiro da Mata;Smartphone;6;2342.05;14052.3
2023-12-09;Maria Isis Abreu;da Mata de Barbosa;Mouse;6;1861.89;11171.34
2025-08-11;Alícia Fernandes;das Neves Paulista;Teclado;6;614.94;3689.64
2024-04-06;Maria Flor Souza;Pimenta da Prata;Smartphone;3;234.13;702.39
2024-11-04;Davi Cavalcante;Rezende do Campo;Notebook;10;395.81;3958.1
2025-05-02;Francisco Cassiano;Aragão;Notebook;3;118.2;354.6
2025-08-29;Ágatha Castro;Monteiro do Amparo;Teclado;10;2308.91;23089.1
2024-12-02;Melina Novaes;Andrade de Campos;Smartphone;6;1623.99;9743.94
2024-05-21;Anthony da Mota;Cunha;Mouse;3;490.77;1472.31
2025-08-10;Sra. Joana Cassiano;Abreu;Smartphone;8;491.37;3930.96
2023-10-22;Kamilly Andrade;Albuquerque;Teclado;7;2580.58;18064.06
2024-10-13;Davi Luiz Cassiano;Sá;Mouse;9;601.31;5411.79
2024-07-11;Kamilly Lopes;Ferreira;Smartphone;2;246.1;492.2
2024-10-22;Isadora Casa Grande;Santos das Pedras;Monitor;6;2753.24;16519.44
2023-11-07;Davi Camargo;Ferreira de Lima;Mouse;10;2646.02;26460.2
2025-08-22;João Miguel Fogaça;da Mota;Mouse;5;1466.62;7333.1
2024-03-10;Benjamin Pereira;Cavalcanti da Prata;Smartphone;6;2667.09;16002.54
2025-02-10;Beatriz Camargo;Viana;Teclado;4;1809.76;7239.04
2024-05-03;Gustavo Ribeiro;Araújo;Teclado;8;2649.83;21198.64
2025-05-08;Sophie Correia;Martins;Notebook;4;738.55;2954.2
2024-02-22;Noah Porto;Vargas da Serra;Smartphone;2;915.14;1830.28
2024-06-22;Bella Sampaio;Fernandes;Smartphone;3;749.88;2249.64
2024-03-12;Otto Brito;Sousa de Machado;Teclado;8;2035.19;16281.52
2025-08-20;Lorenzo Cavalcanti;Farias de Pinto;Mouse;4;2122.95;8491.8
2024-11-25;Sr. Gael Henrique da Cunha;Dias da Praia;Smartphone;3;997.99;2993.97
2023-11-22;Benicio Pimenta;da Luz do Galho;Mouse;6;2281.66;13689.96
2023-12-06;Bruno da Cunha;Sá de Rocha;Mouse;2;1022.56;2045.12
2024-08-14;Sra. Maria Sophia Araújo;Lima do Sul;Smartphone;7;1789.92;12529.44
2024-10-11;Matheus Gomes;Novais de Cavalcante;Teclado;5;2986.51;14932.55
2024-10-25;Dr. Augusto da Rocha;da Cruz da Prata;Monitor;8;2815.95;22527.6
2025-07-02;Liz Silva;Aragão de Goiás;Monitor;1;1568.47;1568.47
2024-11-08;Sra. Alice Leão;Casa Grande;Notebook;10;946.95;9469.5
2024-03-29;Dr. Josué Cavalcanti;Ramos de Vargas;Mouse;8;1817.97;14543.76
2023-12-08;Antonella Carvalho;da Conceição;Teclado;10;1865.64;18656.4
2025-07-17;Luiz Gustavo Dias;Vasconcelos;Mouse;4;2821.19;11284.76
2024-06-06;Milena Aragão;Almeida;Smartphone;8;1666.16;13329.28
2025-08-15;Ana Laura da Rosa;Martins;Notebook;5;1840.2;9201.0
2025-05-24;Luiz Otávio Campos;Albuquerque da Serra;Monitor;5;202.95;1014.75
2024-05-29;Zoe Albuquerque;Martins;Monitor;9;653.64;5882.76
2024-08-14;Luana Farias;Fernandes;Monitor;2;1316.27;2632.54
2024-08-29;Henry Gabriel Machado;Rodrigues;Teclado;9;2264.54;20380.86
2024-07-25;Gustavo Henrique Nascimento;Silveira Grande;Notebook;1;1029.03;1029.03
2025-06-12;Olivia Nogueira;Ribeiro do Sul;Teclado;5;1083.93;5419.65
2024-07-22;Jade Nogueira;Sales;Notebook;4;1763.64;7054.56
2024-08-27;Ana Cecília da Cunha;Moraes do Oeste;Mouse;9;2720.93;24488.37
2025-09-14;Matheus da Mata;Rocha da Mata;Monitor;10;2565.55;25655.5
2024-11-17;Sr. Dom Leão;Garcia do Galho;Monitor;8;2467.82;19742.56
2025-03-08;Nina Carvalho;Cirino da Prata;Smartphone;1;2758.65;2758.65
2024-10-11;Noah Melo;Santos de Silva;Monitor;10;1683.39;16833.9
2025-03-18;Mathias da Rosa;Vargas;Smartphone;9;466.36;4197.24
2024-09-21;Dr. André Garcia;Nunes;Notebook;9;1878.99;16910.91
2024-11-10;Theodoro Ribeiro;Fogaça do Norte;Mouse;5;1180.71;5903.55
2025-09-18;Diego Ferreira;Sá;Mouse;7;1820.33;12742.31
2024-09-28;Carlos Eduardo Castro;Ferreira das Flores;Mouse;9;2171.56;19544.04
2023-11-24;Ryan Rodrigues;da Mota;Teclado;7;896.41;6274.87
2024-08-03;Dr. Emanuel Novaes;Pires;Teclado;3;2030.68;6092.04
2025-09-07;José Farias;Camargo;Monitor;9;1954.5;17590.5
2025-06-01;Luara da Costa;Rezende;Notebook;9;1668.08;15012.72
2024-10-30;Brenda Casa Grande;Duarte do Oeste;Notebook;7;990.26;6931.82
2024-02-16;Ana Mendes;Carvalho de Ribeiro;Monitor;3;1377.59;4132.77
2025-08-08;Alana Sá;Cunha do Sul;Teclado;9;2915.15;26236.35
2024-05-06;João Miguel Rios;Castro;Notebook;3;1299.49;3898.47
2023-12-18;Ester Campos;Pinto do Oeste;Teclado;9;1811.85;16306.65
2024-05-25;Sr. Vinicius Dias;Farias Verde;Notebook;7;1135.21;7946.47
2025-04-18;Nicolas Machado;Rocha de Monteiro;Teclado;7;333.74;2336.18
2025-07-27;Davi Lucas das Neves;Leão;Mouse;5;932.75;4663.75
2025-02-20;Ana Laura Cunha;Borges;Smartphone;4;1919.61;7678.44
2025-04-17;Brenda Silveira;Costa;Notebook;4;2543.28;10173.12
2023-11-16;Isabela Teixeira;Rezende da Prata;Notebook;6;2932.18;17593.08
2025-03-28;Vitor Hugo Ribeiro;Costela de Jesus;Monitor;4;712.36;2849.44
2024-09-03;Bryan Câmara;Gonçalves;Mouse;2;1553.42;3106.84
2024-03-31;Pietra Viana;Câmara do Norte;Smartphone;1;520.67;520.67
2025-05-20;Lucas Gabriel Porto;Campos do Sul;Smartphone;10;350.54;3505.4
2024-02-16;Rebeca da Mata;Fonseca;Teclado;2;1851.34;3702.68
2025-05-06;Nathan Mendes;Carvalho;Monitor;8;1731.35;13850.8
2024-06-15;Rafael Mendonça;Viana do Sul;Mouse;3;1900.35;5701.05
2025-08-22;Isabella Cardoso;Martins;Smartphone;5;1231.71;6158.55
2023-12-01;Miguel Camargo;Correia;Notebook;3;2280.54;6841.62
2025-01-23;Stella da Luz;Teixeira;Notebook;2;2898.49;5796.98
2024-01-27;Sr. Gael Henrique Melo;Souza das Flores;Monitor;6;351.6;2109.6
2024-03-25;Nicolas Machado;Castro da Serra;Mouse;7;292.67;2048.69
2024-10-23;Samuel Freitas;Almeida de Minas;Mouse;1;1325.53;1325.53
2024-01-01;Maria Laura Melo;da Mota;Mouse;10;1098.53;10985.3
2023-11-28;Sr. Théo Pacheco;Alves;Monitor;9;2106.53;18958.77
2023-12-18;Olivia Ramos;Gomes;Teclado;10;646.23;6462.3
2023-12-09;Noah Farias;Montenegro das Pedras;Notebook;9;774.14;6967.26
2023-11-06;Marcelo da Mota;Almeida;Mouse;1;653.59;653.59
2024-03-07;Sr. Pedro Lucas Ribeiro;Camargo de Campos;Smartphone;3;1343.81;4031.43
2024-02-26;Benjamim Pinto;Oliveira;Teclado;9;1747.94;15731.46
2024-03-18;Diego Barbosa;Moura de Goiás;Monitor;9;2026.51;18238.59
2025-04-27;Matheus Sá;Sales de da Costa;Smartphone;7;2443.72;17106.04
2024-06-24;Yago Pinto;Leão;Mouse;1;2503.07;2503.07
2025-04-29;Dra. Emanuella Macedo;Mendonça;Notebook;5;2416.71;12083.55
2024-06-26;Yan Cunha;Sales do Norte;Mouse;5;254.2;1271.0
2025-09-06;Cauê Oliveira;Sá;Mouse;5;1768.97;8844.85
2024-08-08;Dra. Maria Sophia Pereira;Costela;Smartphone;4;1250.93;5003.72
2025-02-07;Luna Moraes;Viana;Smartphone;9;616.73;5550.57
2024-07-03;Ana Sophia Vargas;Nunes;Notebook;4;2527.64;10110.56
2024-06-11;Sara Sales;Borges de Rocha;Teclado;9;2874.01;25866.09
2025-01-20;Pietra Siqueira;das Neves de Goiás;Monitor;2;435.25;870.5
2023-11-08;Danilo Rezende;Albuquerque dos Dourados;Teclado;4;791.13;3164.52
2025-07-30;Leonardo Novaes;Pacheco do Sul;Monitor;3;731.87;2195.61
2023-12-29;Mariah Vargas;Santos;Monitor;8;2148.74;17189.92
2025-08-08;Srta. Esther Costela;Pires de Vasconcelos;Monitor;5;1885.41;9427.05
2024-01-20;Letícia Pastor;Sampaio;Monitor;5;2986.48;14932.4
2024-10-11;Henrique da Rocha;Sampaio;Teclado;9;488.56;4397.04
2025-07-05;Lavínia Sampaio;Casa Grande;Notebook;6;2170.39;13022.34
2024-07-06;Maria Flor Martins;Cirino;Smartphone;2;2349.66;4699.32
2024-04-01;Pedro Lucas Vasconcelos;Gomes;Mouse;10;2846.55;28465.5
2024-01-08;Mariana Melo;Moraes;Smartphone;7;2390.47;16733.29
2025-09-18;Bento Macedo;Melo do Oeste;Monitor;7;104.32;730.24
2024-12-02;Ana Pastor;Alves Paulista;Notebook;5;2249.56;11247.8
2024-04-05;Sr. Caio Borges;Nunes do Norte;Teclado;6;695.29;4171.74
2025-07-23;Davi Lucas Rodrigues;Fonseca da Praia;Monitor;5;1556.52;7782.6
2024-04-19;Bento da Cruz;Albuquerque;Monitor;8;2315.43;18523.44
2024-04-05;Lara Nogueira;Montenegro de Lopes;Monitor;6;2006.37;12038.22
2023-11-08;Ana Liz Fonseca;da Cunha da Mata;Monitor;3;2574.44;7723.32
2024-10-23;Theo Cardoso;Garcia;Notebook;9;1111.93;10007.37
2025-10-11;Dr. Anthony Gabriel da Paz;Melo da Prata;Monitor;10;294.17;2941.7
2024-05-13;Luara Lima;Ribeiro;Notebook;6;130.79;784.74
2025-10-09;Olivia Correia;Novais Verde;Smartphone;5;2855.13;14275.65
2025-09-02;Dra. Maria Flor Macedo;Ramos Paulista;Teclado;10;792.36;7923.6
2024-07-07;Larissa Borges;Santos;Smartphone;4;2569.08;10276.32
2024-03-31;Dra. Lorena Pinto;da Luz;Monitor;9;1569.48;14125.32
2025-06-15;Mariana Barros;Abreu;Mouse;6;2909.4;17456.4
2024-03-08;Srta. Amanda Vasconcelos;Andrade;Monitor;7;514.09;3598.63
2024-01-04;Dra. Ester Novaes;Cunha;Notebook;2;848.11;1696.22
2024-08-14;Noah Novais;Lima da Praia;Smartphone;10;681.97;6819.7
2024-03-12;Ana Carolina Vasconcelos;Pacheco de Cunha;Notebook;2;1888.06;3776.12
2025-03-07;Cecília Cavalcanti;das Neves de Fonseca;Notebook;1;2314.49;2314.49
2025-02-07;Sra. Joana Rios;Macedo;Smartphone;2;983.45;1966.9
2024-04-04;João Felipe Rios;Pacheco das Flores;Mouse;5;1027.62;5138.1
2024-08-26;Emanuella Lopes;da Cruz;Teclado;10;2504.71;25047.1
2025-06-09;Fernando Cavalcante;Azevedo do Amparo;Mouse;3;1250.94;3752.82
2024-06-20;Olivia Freitas;Nascimento do Sul;Notebook;5;2222.66;11113.3
2023-12-04;Camila Rodrigues;Nascimento de da Cunha;Mouse;4;309.11;1236.44
2025-07-06;Dra. Maria Flor Guerra;Mendonça da Prata;Monitor;8;1680.87;13446.96
2025-05-05;Maria Helena Oliveira;das Neves do Oeste;Mouse;2;1392.61;2785.22
2024-09-30;Francisco Costa;Vasconcelos;Mouse;7;1627.91;11395.37
2023-11-28;Vinícius Correia;Lima;Teclado;1;1811.84;1811.84
2025-06-04;Ana Cecília da Mota;Nogueira de Minas;Mouse;8;1911.54;15292.32
2024-05-28;Mathias da Mata;Almeida da Praia;Notebook;1;335.03;335.03
2024-11-03;Maria Liz Andrade;Pimenta;Smartphone;7;2290.57;16033.99
2025-09-04;Vicente Nunes;Pimenta;Smartphone;7;573.62;4015.34
2023-11-19;Mirella Jesus;Cirino;Notebook;9;2793.76;25143.84
2024-05-02;Henry Gabriel Marques;Melo;Monitor;7;781.07;5467.49
2024-04-10;Ana Júlia Rodrigues;Vieira;Smartphone;5;2011.46;10057.3
2024-06-10;Vinicius Campos;Vasconcelos;Monitor;4;1482.93;5931.72
2025-06-15;Sofia da Mota;da Cruz;Teclado;9;2168.95;19520.55
2025-02-16;Calebe Nogueira;Leão de Sá;Notebook;8;1304.58;10436.64
2024-08-14;Luna da Cruz;da Mata de Pereira;Mouse;8;229.64;1837.12
2024-10-13;Raquel Barbosa;Cavalcante de Rezende;Smartphone;3;2261.91;6785.73
2024-10-08;Dra. Maria Eduarda Barbosa;Melo;Monitor;9;1311.45;11803.05
2023-11-18;Igor Siqueira;Teixeira;Smartphone;10;1043.12;10431.2
2025-08-25;Otto Rocha;Sousa de Porto;Notebook;1;1456.8;1456.8
2024-06-26;Otávio Moraes;da Cruz de Moraes;Smartphone;1;1637.4;1637.4
2025-01-11;Srta. Maria Liz Leão;Almeida Alegre;Teclado;7;2584.43;18091.01
2024-07-04;Thales Pastor;Cavalcante;Teclado;5;2495.26;12476.3
2025-07-27;Maria Flor Fonseca;Santos de Minas;Monitor;2;2947.1;5894.2
2024-10-01;Gael Dias;Correia;Mouse;3;664.53;1993.59
2025-03-09;Emanuelly Novais;Vasconcelos;Monitor;4;1669.4;6677.6
2025-04-18;Henrique Vasconcelos;Cavalcante;Notebook;10;235.41;2354.1
2024-03-06;Arthur Miguel Marques;Souza Grande;Notebook;6;988.35;5930.1
2024-09-07;Ana Júlia da Rocha;Ribeiro de Albuquerque;Monitor;7;2258.52;15809.64
2024-09-25;Alexia Fernandes;Rodrigues;Teclado;8;2682.5;21460.0
2024-09-25;Agatha das Neves;Casa Grande;Notebook;5;923.63;4618.15
2024-05-23;Luísa Novaes;Melo;Teclado;6;2049.76;12298.56
2025-09-11;Dr. Ravi Lucca Cavalcanti;Pimenta do Galho;Mouse;2;1686.21;3372.42
2023-12-12;Luísa da Luz;Viana Paulista;Mouse;4;465.6;1862.4
2025-01-18;Helena Silveira;Barros;Smartphone;8;1747.54;13980.32
2024-11-22;Noah Cirino;Dias dos Dourados;Mouse;7;2804.6;19632.2
2023-10-23;João Gabriel Marques;Nunes de Campos;Monitor;10;1855.63;18556.3
2025-10-10;Mariane Duarte;Melo;Smartphone;9;1461.52;13153.68
2024-05-18;Lara Pimenta;Ferreira;Teclado;10;1175.27;11752.7
2025-08-10;Gabriela Farias;Siqueira de Cavalcanti;Teclado;8;784.69;6277.52
2025-08-06;Hellena da Paz;Moraes;Notebook;2;398.46;796.92
2024-01-15;Clara Leão;Pereira do Oeste;Smartphone;7;1226.54;8585.78
2024-12-26;Larissa Oliveira;Farias;Notebook;7;452.29;3166.03
2024-10-13;Carolina Melo;Pacheco;Monitor;7;1248.42;8738.94
2025-05-17;Alice Albuquerque;Santos;Notebook;4;1796.52;7186.08
2024-02-24;Dra. Nina Viana;Vargas do Sul;Notebook;4;2668.9;10675.6
2024-10-10;Olivia Nascimento;Pires do Sul;Monitor;10;1912.58;19125.8
2024-09-16;Dra. Helena Monteiro;Pimenta;Smartphone;5;301.2;1506.0
2025-07-18;Arthur Barbosa;Moreira do Sul;Teclado;1;2348.1;2348.1
2023-10-20;Luigi Nunes;Pastor de Sousa;Teclado;1;2850.43;2850.43
2024-05-22;Srta. Bruna Montenegro;Pacheco;Mouse;4;2931.57;11726.28
2023-10-25;Marina da Cruz;Gonçalves de da Costa;Mouse;6;2675.32;16051.92
2025-05-28;Renan Melo;Abreu do Oeste;Mouse;10;661.95;6619.5
2023-11-20;Jade Duarte;Pimenta da Prata;Monitor;2;2845.42;5690.84
2025-01-23;Sra. Heloísa da Conceição;Pimenta Alegre;Teclado;10;2792.59;27925.9
2023-10-25;Noah Silveira;Alves;Smartphone;6;212.02;1272.12
2025-01-28;Lavínia Ferreira;Castro;Teclado;7;414.28;2899.96
2024-12-16;Yago Abreu;Nunes;Teclado;6;801.25;4807.5
2024-04-19;Enzo Cavalcanti;da Luz;Teclado;9;2156.24;19406.16
2025-06-25;Nina Moura;Barros;Monitor;5;980.0;4900.0
2025-05-16;Sarah Albuquerque;Santos;Monitor;7;493.32;3453.24
2025-06-22;Valentim da Luz;Nascimento de da Rosa;Notebook;10;1450.91;14509.1
2024-08-02;Rodrigo Correia;Carvalho do Campo;Teclado;6;918.51;5511.06
2025-04-14;Camila Melo;Araújo Verde;Monitor;6;1875.35;11252.1
2024-09-03;Sra. Olivia da Paz;Brito;Mouse;5;2607.65;13038.25
2025-07-22;Maria Julia Leão;Sales;Mouse;10;2364.75;23647.5
2025-02-06;Vitor Viana;Rios dos Dourados;Smartphone;6;2645.12;15870.72
2025-06-06;Heloísa Dias;da Rocha Alegre;Notebook;6;2382.93;14297.58
2024-05-25;Mariana Barbosa;Andrade de Moreira;Monitor;7;1245.0;8715.0
2024-11-06;Murilo Rodrigues;Cirino da Mata;Notebook;10;2809.93;28099.3
2024-03-17;Dra. Carolina Borges;Rezende;Smartphone;8;113.83;910.64
2024-12-07;Maria Clara Rezende;Costa;Teclado;5;135.55;677.75
2024-04-03;Manuela Azevedo;Campos;Smartphone;3;1473.45;4420.35
2024-12-30;Isaac Moreira;Santos do Campo;Smartphone;7;1318.45;9229.15
2025-03-13;Sr. Luiz Otávio Garcia;da Luz;Monitor;8;1102.15;8817.2
2024-12-04;Isabela da Paz;Nascimento;Smartphone;9;1009.92;9089.28
2025-09-22;Igor Pereira;Andrade da Serra;Monitor;8;1617.48;12939.84
2025-04-27;Igor da Conceição;Barros de Teixeira;Teclado;9;1035.43;9318.87
2024-09-17;Pedro Henrique Vasconcelos;Ramos de Cunha;Notebook;4;2586.72;10346.88
2024-12-26;Alexandre Pires;Correia de da Paz;Notebook;3;1567.79;4703.37
2024-06-17;Davi Luiz Monteiro;Alves dos Dourados;Notebook;5;2156.79;10783.95
2024-08-07;Lívia da Rosa;Macedo;Monitor;2;2140.2;4280.4
2024-09-23;Anna Liz Rios;Moura do Amparo;Teclado;9;1713.89;15425.01
2024-01-05;Dra. Sofia Correia;Martins;Mouse;4;2831.03;11324.12
2025-01-23;Léo Araújo;Caldeira;Monitor;6;566.66;3399.96
2025-09-20;Heloisa Jesus;Vieira;Smartphone;1;1148.22;1148.22
2025-03-16;Daniel Monteiro;Barbosa;Monitor;4;359.69;1438.76
2025-09-15;João Vitor Rocha;Moura;Monitor;3;1950.8;5852.4
2025-01-16;Dra. Marina Vargas;Barbosa da Prata;Mouse;6;1723.0;10338.0
2024-01-22;Eloá Cavalcante;Vargas;Teclado;8;1349.01;10792.08
2023-12-04;Ana Liz Nascimento;Brito;Notebook;5;2157.38;10786.9
2023-11-26;Olívia Oliveira;Jesus de Goiás;Mouse;5;2455.13;12275.65
2024-06-10;Ana Lívia Sampaio;Rios;Smartphone;5;766.72;3833.6
2024-04-19;Alexia Marques;da Conceição;Monitor;6;714.71;4288.26
2024-07-18;Otávio Mendes;Aparecida de Casa Grande;Teclado;7;2239.15;15674.05
2025-07-13;Nicole Pinto;Ribeiro do Amparo;Notebook;9;2119.7;19077.3
2024-04-05;Srta. Mariah da Conceição;da Cruz;Smartphone;8;2704.3;21634.4
2024-05-10;Raquel Silveira;Santos de Sousa;Mouse;8;2023.75;16190.0
2024-01-27;Clarice Casa Grande;Nogueira de da Rocha;Monitor;8;1314.66;10517.28
2024-11-27;Allana Araújo;Castro do Campo;Smartphone;4;2866.28;11465.12
2024-03-21;José Pedro Novais;da Conceição dos Dourados;Smartphone;7;2218.95;15532.65
2025-09-08;Sra. Sophie Mendes;da Cunha;Mouse;10;1777.56;17775.6
2025-05-05;Srta. Maria Júlia Santos;Nogueira;Mouse;10;2379.57;23795.7
2024-12-14;Kaique Carvalho;Dias de Minas;Monitor;2;899.98;1799.96
2023-12-19;Fernanda Pastor;da Cunha da Serra;Mouse;8;1125.1;9000.8
2025-08-12;Isaque Caldeira;Rios;Mouse;8;1734.47;13875.76
2023-12-11;Yan Sousa;Aragão;Teclado;3;1482.76;4448.28
2024-09-16;Srta. Marina Almeida;Vieira;Mouse;8;1471.98;11775.84
2024-09-01;Maria Alice Montenegro;da Mota da Prata;Monitor;7;1984.28;13889.96
2025-02-26;Sr. Ian Sá;Barbosa Verde;Monitor;1;2540.1;2540.1
2024-10-30;Apollo Pereira;Sá das Flores;Smartphone;7;295.42;2067.94
2024-07-30;Emanuel Andrade;Fonseca;Mouse;5;1887.22;9436.1
2024-08-20;Manuella Gonçalves;Costa;Mouse;8;1439.38;11515.04
2024-11-11;Srta. Sofia Melo;Lopes;Monitor;4;1713.62;6854.48
2024-04-17;Giovanna Rodrigues;Fonseca;Smartphone;5;1808.56;9042.8
2025-06-18;Yuri Farias;Cavalcanti do Sul;Smartphone;8;2977.24;23817.92
2024-11-29;Sra. Liz Siqueira;Sales;Mouse;9;137.18;1234.62
2023-12-03;Davi Lucca Araújo;das Neves de Goiás;Smartphone;1;741.68;741.68
2023-10-18;Isadora Mendonça;Oliveira;Smartphone;3;2466.74;7400.22
2025-09-28;Emanuel Cassiano;Santos Verde;Monitor;7;679.24;4754.68
2023-10-25;Beatriz da Rocha;Correia do Oeste;Teclado;5;2414.9;12074.5
2025-07-08;Sra. Maria Eduarda Castro;Porto de Andrade;Monitor;2;397.59;795.18
2024-08-23;Alícia Borges;Vasconcelos;Teclado;9;2461.5;22153.5
2024-04-22;Maria Alice Barros;Pimenta de Teixeira;Smartphone;1;1495.75;1495.75
2025-04-05;Davi Miguel Carvalho;Fogaça;Smartphone;4;393.42;1573.68
2024-04-28;Fernando Moreira;Sousa;Monitor;3;1937.69;5813.07
2024-12-19;João Sousa;Alves de Costela;Notebook;10;2693.37;26933.7
2025-04-07;Lívia Costa;da Costa de Goiás;Smartphone;7;138.15;967.05
2024-09-14;Maria Flor Aparecida;Vargas de Ramos;Monitor;3;1189.7;3569.1
2025-09-20;Daniela Lima;Ramos;Smartphone;6;1868.93;11213.58
2024-04-17;João Lucas Almeida;Nunes;Teclado;5;2137.33;10686.65
2023-11-29;Ísis Rodrigues;Carvalho;Notebook;7;1530.57;10713.99
2025-10-06;Ravi Martins;da Cruz de Goiás;Mouse;5;2457.54;12287.7
2023-11-07;Yasmin Pereira;Nunes;Teclado;2;2087.09;4174.18
2024-12-23;Maria Luiza da Luz;Vieira;Teclado;2;1184.62;2369.24
2024-11-21;Dr. Marcos Vinicius Rodrigues;Lima Verde;Smartphone;7;294.02;2058.14
2024-10-28;Dr. João Guilherme Fonseca;da Conceição de Minas;Notebook;2;440.42;880.84
2024-12-26;Vitória da Luz;da Conceição Verde;Smartphone;4;1499.07;5996.28
2025-06-02;João Pedro Melo;Cavalcante do Sul;Monitor;2;2030.52;4061.04
2024-06-19;Cecilia Santos;da Costa;Monitor;8;543.52;4348.16
2024-07-13;Maria Luiza Abreu;Albuquerque;Mouse;3;608.97;1826.91
2024-04-06;Ana Vitória Melo;Fogaça de das Neves;Teclado;9;2022.08;18198.72
2024-06-22;Sophia Brito;Santos dos Dourados;Notebook;9;1667.02;15003.18
2023-12-23;Henry Peixoto;Andrade de Moreira;Teclado;6;2829.6;16977.6
2025-08-27;Emilly da Cunha;Porto do Amparo;Teclado;10;1673.87;16738.7
2024-07-20;Dra. Olívia Pinto;Souza;Notebook;6;2888.23;17329.38
2024-08-16;Lucas Pacheco;Araújo;Monitor;5;484.18;2420.9
2024-08-25;Luara Araújo;Pastor;Notebook;10;652.04;6520.4
2025-04-24;Levi Lima;Casa Grande;Notebook;6;2903.86;17423.16
2024-05-02;Mariana Moreira;Fernandes de Castro;Teclado;10;654.86;6548.6
2025-04-03;Nicolas Cunha;Pinto de Novaes;Teclado;9;866.8;7801.2
2025-07-25;Sr. Ravi Novais;Almeida;Smartphone;6;1879.82;11278.92
2024-11-04;Gabrielly Monteiro;Aragão;Monitor;1;1312.91;1312.91
2025-04-19;Beatriz Costela;da Rocha Paulista;Notebook;3;399.09;1197.27
2024-07-17;Isis Vieira;Pinto;Notebook;8;1397.31;11178.48
2024-01-21;Manuela Abreu;Pastor;Monitor;7;1504.81;10533.67
2024-09-25;Gabriela Gonçalves;Costela das Flores;Monitor;7;458.94;3212.58
2025-09-23;Ísis Oliveira;Gomes;Teclado;5;2192.2;10961.0
2024-09-13;Sr. João Vitor Vasconcelos;Cavalcanti;Mouse;1;1048.03;1048.03
2024-01-08;Vitória Castro;da Luz;Teclado;4;2523.98;10095.92
2025-07-10;Pietra Ferreira;da Luz;Notebook;2;1148.17;2296.34
2025-05-16;Ísis Martins;Fogaça;Teclado;5;1712.84;8564.2
2025-04-03;Agatha Cassiano;Gomes;Smartphone;3;2485.91;7457.73
2024-10-10;Dra. Luana Castro;Aragão;Teclado;10;2836.21;28362.1
2025-06-02;Luiz Felipe Castro;Moura da Prata;Smartphone;3;2896.32;8688.96
2023-12-06;Emanuelly Montenegro;Duarte;Notebook;9;888.46;7996.14
2025-05-04;Júlia da Paz;Viana Paulista;Teclado;10;2452.71;24527.1
2023-10-21;Luara Fernandes;da Cunha;Smartphone;10;1106.74;11067.4
2024-03-03;Allana Cavalcanti;Nogueira;Teclado;5;514.95;2574.75
2023-12-25;Joana Camargo;Sá do Oeste;Teclado;8;2724.06;21792.48
2025-07-13;Marcela Duarte;Rezende de Leão;Mouse;1;2972.04;2972.04
2024-01-09;Dr. Davi Luiz Aragão;Sales;Monitor;4;1699.17;6796.68
2024-09-28;Yan da Costa;Sá;Monitor;3;1271.57;3814.71
2025-05-23;Isaac Castro;Fogaça do Sul;Smartphone;1;157.05;157.05
2025-08-02;Julia Santos;Silva de Goiás;Monitor;10;848.61;8486.1
2025-06-25;Sr. Vitor Gabriel da Mota;Novaes Grande;Teclado;3;2545.53;7636.59
2024-03-10;Cauã Viana;da Luz;Notebook;3;1866.86;5600.58
2024-03-29;José Andrade;Moreira do Norte;Monitor;2;456.47;912.94
2024-01-13;Ravy Novais;da Rocha;Monitor;6;1952.35;11714.1
2024-08-19;João Felipe Vasconcelos;Teixeira;Teclado;1;1525.08;1525.08
2024-12-12;Kaique Barros;Costela;Smartphone;10;1636.88;16368.8
2025-01-26;Camila Brito;Porto Paulista;Mouse;1;737.26;737.26
2023-12-15;Bárbara Andrade;Costela;Mouse;5;1615.53;8077.65
2025-09-02;Brayan Rodrigues;Barros;Notebook;3;899.28;2697.84
